Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Backrest type (product.metafields.shopify.backrest-type),Color (product.metafields.shopify.color-pattern),Seat type (product.metafields.shopify.seat-type),Shape (product.metafields.shopify.shape),Upholstery material (product.metafields.shopify.upholstery-material),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Pakistan,Price / Pakistan,Compare At Price / Pakistan,Status
yuhu,Yuhu,"<p><span data-mce-fragment=""1"">Dive into luxury with the YUHU Upholstered Armchair Indulge in the plush comfort and chic design of this statement piece that effortlessly elevates your space. From its elegant silhouette to the soft embrace, the YUHU armchair is a perfect blend of style and comfort. Redefine your living space with this trendsetting YUHU chair that speaks volumes about your taste in home decor.</span></p>
<ul>
<li><strong>SIZE: CM: 71<span data-mce-fragment=""1""> x 61 x 73 </span></strong></li>
<li><strong>PRODUCT CODE: <span data-mce-fragment=""1"">FSD-013</span></strong></li>
<li><strong>MATERIAL: WOOD, FABRIC</strong></li>
</ul>",Lusso Homey,Furniture,Lounge Chairs,"chair, Furniture, Lounge Chairs, Lusso Homey, Yuhu",true,Title,Default Title,,,,,,,,"",0.0,shopify,20,deny,manual,110000.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0780/3145/4491/files/Chairscollection-2-Copy.jpg?v=1707917875,1,"",false,,,,,,,,,kg,,,true,,,active
rattan-dining-chair,Cassina Chair,"<p><span data-mce-fragment=""1"">Introducing our Capitol Complex Dining Chair – a captivating fusion of mid-century modern charm and natural elegance. Crafted with the finest wood and intricately woven rattan, this iconic piece exudes sophistication and comfort. Elevate your dining experience with its timeless design and ergonomic silhouette, perfect for long conversations over sumptuous meals. Whether you're hosting a dinner party or enjoying a quiet family meal, this chair effortlessly blends style with functionality.</span></p>
<ul>
<li><strong>SIZE: IN: W 32 x D 20 x H 26</strong></li>
<li><strong>PRODUCT CODE: <span data-mce-fragment=""1"">FSD-011</span></strong></li>
<li><strong>MATERIAL: WOOD, RATTAN</strong></li>
</ul>",Lusso Homey Store,Uncategorized,Dining Chair,"chair, Dining Chair, Furniture, Lusso Homey, Rattan Dining Chair",true,Title,Default Title,,,,,,,,"",0.0,shopify,20,deny,manual,78000.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0780/3145/4491/files/Chairscollection-8-Copy_63617686-6c53-4bb7-a3f9-3e9436f5a57a.jpg?v=1707918186,1,"",false,,,,,,,,,kg,,,true,,,active
anneau-console,Anneau Console,"<p><span data-mce-fragment=""1"">Elevate Your Space with Elegance! Transform your home with the timeless allure of the Anneau Console Table. This exquisite piece seamlessly blends modern design with classic sophistication, creating a focal point that captivates and complements any space.</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">The Anneau Console Table is built to last, crafted from high-quality materials to ensure durability and longevity. Invest in furniture that stands the test of time.</span></p>
<ul>
<li><strong>SIZE: CM: 31 x 49 x 11</strong></li>
<li><strong>PRODUCT CODE: <span data-mce-fragment=""1"">FTN-012</span></strong></li>
<li><strong>MATERIAL: WOOD</strong></li>
</ul>",Lusso Homey,Furniture,Consoles,"Anneau Console, Consoles, Furniture, Lusso Homey, tables",true,Title,Default Title,,,,,,,,"",0.0,shopify,20,deny,manual,220000.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0780/3145/4491/files/Consoles-11.jpg?v=1707982864,1,"",false,,,,,,,,,kg,,,true,,,active
orbit-opulence,Orbit Opulence,"<p><span data-mce-fragment=""1"">Indulge in the epitome of luxury with our 'Orbit Opulence Console'. Its high gloss top adds a radiant sheen, reflecting elegance in every detail. The round pedestal, adorned in rich burl wood, brings a touch of timeless sophistication. Immerse your space in opulence as form meets function seamlessly. Elevate your home with this exquisite piece, a testament to refined taste in luxury furniture.</span></p>
<ul>
<li><strong>SIZE: CM: 31 x 49 x 11</strong></li>
<li><strong>PRODUCT CODE: <span data-mce-fragment=""1"">FTN-011</span></strong></li>
<li><strong>MATERIAL: PLYWOOD,</strong></li>
</ul>",Lusso Homey,Furniture,Consoles,"Consoles, Furniture, Lusso Homey, Orbit Opulence",true,Title,Default Title,,,,,,,,"",0.0,shopify,20,deny,manual,187000.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0780/3145/4491/files/Consoles-12.jpg?v=1707983012,1,"",false,,,,,,,,,kg,,,true,,,active
vector-credenza,Petal Office Table,"<p><span data-mce-fragment=""1"">Transform your workspace with the Petal Office Desk, a masterpiece inspired by the timeless elegance of Hajr-e-Aswad! Crafted with precision and influenced by sacred design, this desk brings an aura of sophistication to your office. Let every task be a divine experience as you draw inspiration from the symbolic beauty of Hajr-e-Aswad. Elevate your work environment with this unique blend of spirituality and functionality.</span></p>
<ul>
<li><strong>SIZE: CM: 130 x 70 x 60</strong></li>
<li><strong>PRODUCT CODE: FTK-001</strong></li>
<li><strong>MATERIAL: WOOD, BOARD, LACQUER </strong></li>
</ul>",Lusso Homey Store,,"","",true,Title,Default Title,,,,,,,,"",0.0,shopify,20,deny,manual,587000.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0780/3145/4491/files/PetalOfficeDesk-1.jpg?v=1706008820,1,"",false,,,,,,,,,kg,,,true,,,active
dining-chair,LuxeDesign Eleganca Chair,"<p><span data-mce-fragment=""1"">Introducing the ""LuxeDesign Elegance Chair"" Sleek, black-and-white fabric, high-gloss finish perfection.</span></p>
<ul>
<li><strong>SIZE: CM: 22 x 22 x 31</strong></li>
<li><strong>PRODUCT CODE: <span data-mce-fragment=""1"">FSD-010</span></strong></li>
<li><strong>MATERIAL: WOOD, VELVET FABRIC</strong></li>
</ul>",Lusso Homey,Furniture,Dining Chair,"Dining Chair, Furniture, Lusso Homey, LuxeDesign Eleganca Chair",true,Title,Default Title,,,,,,,,"",0.0,shopify,20,deny,manual,87000.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0780/3145/4491/files/Chairscollection-8-Copy-Copy.jpg?v=1707917721,1,"",false,,,,,,,,,kg,,,true,,,active
orbour-console,Orbour Console,"<p><span data-mce-fragment=""1"">The exquisite 'Orbour' console – a pinnacle of high-end luxury, where sophistication meets cutting-edge design. Elevate your space with unparalleled elegance. </span><span data-mce-fragment=""1"">Light luxury Nordic entry living room corridor porch table aisle against the wall porch table end view table</span></p>
<ul>
<li><strong><strong>SIZE: CM: 140 x 75 x 75</strong></strong></li>
<li><strong>PRODUCT CODE: FTN-010</strong></li>
<li><strong>MATERIAL: PLYWOOD, BOUCLE FABRIC</strong></li>
</ul>",Lusso Homey,Furniture,"",tables,true,Title,Default Title,,,,,,,,"",0.0,shopify,20,deny,manual,215000.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0780/3145/4491/files/Consoles-13.jpg?v=1707983181,1,"",false,,,,,,,,,kg,,,true,,,active
asja,Asja,"<p><span data-mce-fragment=""1"">Elevate your bedroom with our “ASJA” Night Stand in stunning black high gloss – the epitome of modern luxury. This sleek piece seamlessly combines style and functionality, featuring a luxurious finish that adds a touch of opulence to your space. With its circular design and premium craftsmanship, it's not just a nightstand; it's a statement piece that complements your sophisticated taste. Transform your bedroom into a haven of elegance with this stylish addition.</span></p>
<ul>
<li><strong>SIZE: IN: W <span data-mce-fragment=""1"">23</span> x D 23 x H 25<span data-mce-fragment=""1""></span></strong></li>
<li><strong>PRODUCT CODE: FTS-018</strong></li>
<li><strong>MATERIAL: BOARD, WOOD</strong></li>
</ul>
<p> </p>",Lusso Homey,Furniture > Furniture Sets > Bedroom Furniture Sets,Beds room,"",true,Title,Default Title,,,,,,,,"",0.0,shopify,40,deny,manual,95000.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0780/3145/4491/files/Bedscollection_Nightstands-30.jpg?v=1707919784,1,"",false,,,,,,,,,kg,,,true,,,active
acc-19,Selva Table Lamp,"<span><span>Add serenity to your space with this contemporary table lamp by Troy Lighting, constructed from ceramic in an Alabastrino finish.</span></span>
<ul>
<li><strong>SIZE: CM: 45 x 45 x 35</strong></li>
<li><strong>PRODUCT CODE: LTL-001 </strong></li>
<li><strong><strong>MATERIAL: FABRIC, CERAMIC</strong></strong></li>
</ul>",Lusso Homey Store,Home & Garden,"","",true,Title,Default Title,,,,,,,,,0.0,shopify,20,deny,manual,67000.00,,true,true,,,,,LTL-001,https://cdn.shopify.com/s/files/1/0780/3145/4491/files/AccessoriesLH-19.jpg?v=1696348281,1,"",false,,,,,,,,,kg,,,true,,,active
acc-18,Yaretzi Floor Lamp,"<p data-mce-fragment=""1"">Here to fulfill your dark academia dreams is the Yaretzi lamp! Its black lampshade and Iron base enhance its subtly gothic silhouette, adding a hint of mystery and drama you never knew you needed.</p>
<ul>
<li><strong>SIZE: CM: 40 x 150 </strong></li>
<li><strong>PRODUCT CODE: LFL-001</strong></li>
<li><strong>MATERIAL: AL<span data-mce-fragment=""1"">UMINUM</span>, IRON, FABRIC</strong></li>
</ul>",Lusso Homey Store,Home & Garden,"","",true,Title,Default Title,,,,,,,,,0.0,shopify,20,deny,manual,110000.00,,true,false,,,,,LFL-001,https://cdn.shopify.com/s/files/1/0780/3145/4491/files/AccessoriesLH-18.jpg?v=1696348263,1,"",false,,,,,,,,,kg,,,true,,,active
acc-17,Layer II Round Table Lamp,"<p data-mce-fragment=""1"">The collection Layer by Adje Verhoeven consists of different lines that overlap in material, shape, and color. That makes his work very recognizable. The starting point is to work with primary basic forms. By rearranging them, he comes to new forms.</p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1""><strong data-mce-fragment=""1"">SIZE: CM: 25 x 50 </strong></li>
<li data-mce-fragment=""1""><strong data-mce-fragment=""1"">PRODUCT CODE: LTL-002</strong></li>
<li data-mce-fragment=""1""><strong data-mce-fragment=""1"">MATERIAL: WOOD, FABRIC</strong></li>
</ul>",Lusso Homey Store,Home & Garden,"","",true,Title,Default Title,,,,,,,,,0.0,shopify,20,deny,manual,48000.00,,true,true,,,,,LTL-002,https://cdn.shopify.com/s/files/1/0780/3145/4491/files/AccessoriesLH-17.jpg?v=1696348241,1,"",false,,,,,,,,,kg,,,true,,,active
acc-16,Jarvis Adjustable Floor Lamp,"<p>This adjustable floor lamp is designed with versatility in mind, enabling it to be configured together in any order akin to a children's pyramid. It is available in three distinct hues black, white, and multicolor, and is sure to be a stylish and eye-catching addition to any office or residence.</p>
<ul>
<li><strong>SIZE: CM: 50 x 160 </strong></li>
<li><strong>PRODUCT CODE: LFL-002</strong></li>
<li><strong>MATERIAL: <span data-mce-fragment=""1"">WOOD, METAL</span></strong></li>
</ul>",Lusso Homey Store,Home & Garden,"","",true,Title,Default Title,,,,,,,,,0.0,shopify,20,deny,manual,130000.00,,true,false,,,,,LFL-002,https://cdn.shopify.com/s/files/1/0780/3145/4491/files/AccessoriesLH-16.jpg?v=1696348223,1,"",false,,,,,,,,,kg,,,true,,,active
acc-15,Black Horse Table Lamp,"<p data-mce-fragment=""1"">horse head shape table lamp</p>
<ul>
<li><strong>SIZE: CM: 28 x 38 x 68 </strong></li>
<li><strong>PRODUCT CODE: LTL-003</strong></li>
<li><strong>MATERIAL: RESIN, IRON,  FABRIC </strong></li>
</ul>",Lusso Homey Store,Home & Garden,"","",true,Title,Default Title,,,,,,,,,0.0,shopify,20,deny,manual,137000.00,,true,false,,,,,LTL-003,https://cdn.shopify.com/s/files/1/0780/3145/4491/files/AccessoriesLH-15.jpg?v=1696348205,1,"",false,,,,,,,,,kg,,,true,,,active
acc-14,Serpentine Sconce,"<p><span>Slithering up the wall, the Serpentine Sconce’s coiled tail appears as if it may unwind at any moment. Looking to add some primal energy to your interior? This sconce is sure to add a sense of primitive exoticism to any space.</span></p>
<ul>
<li><strong>SIZE: CM: <span data-mce-fragment=""1"">29</span> x <span data-mce-fragment=""1"">16 x 90</span></strong></li>
<li><strong>PRODUCT CODE: DOB-001</strong></li>
<li><strong>MATERIAL: OPULENT SATINA, BRASS</strong></li>
</ul>",Lusso Homey Store,Home & Garden,"","",true,Title,Default Title,,,,,,,,,0.0,shopify,20,deny,manual,278000.00,,true,false,,,,,DOB-001,https://cdn.shopify.com/s/files/1/0780/3145/4491/files/AccessoriesLH-14.jpg?v=1696348182,1,"",false,,,,,,,,,kg,,,true,,,active
acc-13,Rabbit Table Lamp,"<p data-mce-fragment=""1"">Nordic LED Table Lamp American Dutch Animal Table Lights Bedroom Bedside Lamp Resin Rabbit Table Lamp Indoor.</p>
<ul>
<li><strong>SIZE: CM: 28 x 57 </strong></li>
<li><strong>PRODUCT CODE: LTL-004</strong></li>
<li><strong>MATERIAL: PVC, FABRIC</strong></li>
</ul>",Lusso Homey Store,Home & Garden,"","",true,Title,Default Title,,,,,,,,,0.0,shopify,20,deny,manual,225000.00,,true,false,,,,,LTL-004,https://cdn.shopify.com/s/files/1/0780/3145/4491/files/AccessoriesLH-13.jpg?v=1696348155,1,"",false,,,,,,,,,kg,,,true,,,active
acc-12,"Age of the World, Ceramic Jars","<p><span data-mce-fragment=""1"">ceramic jar that arises from the three-dimensional population pyramid of different countries. Past, present, and future evidence of the fate of world populations.</span></p>
<ul>
<li><strong>SIZE: CM: 60 x 60 </strong></li>
<li><strong>PRODUCT CODE: DTT-001 </strong></li>
<li><strong>MATERIAL: CERAMICS</strong></li>
</ul>",Lusso Homey Store,Home & Garden,"","",true,Title,Default Title,,,,,,,,,0.0,shopify,20,deny,manual,68000.00,,true,false,,,,,DTT-001,https://cdn.shopify.com/s/files/1/0780/3145/4491/files/AccessoriesLH-12.jpg?v=1696348134,1,"",false,,,,,,,,,kg,,,true,,,active
acc-11,Marlowe Ceramic Table Lamp,"<p><span>The design of the Marlowe Lamp is evocative of a 1970s-style squat lamp. The glazed ceramic piece is completed with a grooved brass collar that resembles a cog wheel.</span></p>
<ul>
<li><strong>SIZE: CM: 33 x 46 </strong></li>
<li><strong>PRODUCT CODE: LTL-005</strong></li>
<li><strong>MATERIAL: METAL, LINEN FABRIC, C<span data-mce-fragment=""1"">ERAMIC</span></strong></li>
</ul>",Lusso Homey Store,Home & Garden,"","",true,Title,Default Title,,,,,,,,,0.0,shopify,20,deny,manual,82000.00,,true,false,,,,,LTL-005,https://cdn.shopify.com/s/files/1/0780/3145/4491/files/AccessoriesLH-11.jpg?v=1696348114,1,"",false,,,,,,,,,kg,,,true,,,active
acc-10,YOS Lamp,"<p>Handcrafted  with a unique French savoir-faire</p>
<ul>
<li><strong>SIZE: CM: 95 x 27 x 35 </strong></li>
<li><strong>PRODUCT CODE: LTL-006</strong></li>
<li><strong><strong>MATERIAL: CEDAR, PAPER</strong></strong></li>
</ul>",Lusso Homey Store,Home & Garden,"","",true,Title,Default Title,,,,,,,,,0.0,shopify,20,deny,manual,127000.00,,true,false,,,,,LTL-006,https://cdn.shopify.com/s/files/1/0780/3145/4491/files/AccessoriesLH-10.jpg?v=1696348090,1,"",false,,,,,,,,,kg,,,true,,,active
acc-9,Petron Table Lamp,"<p><span data-mce-fragment=""1"">The lampshade in </span>natural linen<span data-mce-fragment=""1"">, the cylinder, and the bias binding in </span>black cotton<span data-mce-fragment=""1""> : no doubt, this table lamp </span>made in France<span data-mce-fragment=""1""> enchants us with its unusual contrast of sober colors and warm materials! </span><span data-mce-fragment=""1"">In addition to the original play with textures, SLOT has a </span>curvy shape<span data-mce-fragment=""1""> and a </span>minimalist style<span data-mce-fragment=""1""> that is right on trend. Minimalist design and neutral tones form a beautiful ensemble, underlining the elegance of the table lamp.</span></p>
<ul>
<li><strong>SIZE: CM: 40 x 60</strong></li>
<li><strong>PRODUCT CODE: LTL-007 </strong></li>
<li>
<strong><strong>MATERIAL: </strong></strong><strong>LINEN, COTTON</strong>
</li>
</ul>",Lusso Homey Store,Home & Garden,"","",true,Title,Default Title,,,,,,,,,0.0,shopify,20,deny,manual,68000.00,,true,false,,,,,LTL-007,https://cdn.shopify.com/s/files/1/0780/3145/4491/files/AccessoriesLH-9.jpg?v=1696348057,1,"",false,,,,,,,,,kg,,,true,,,active
acc-8,Madoc Table Lamp,"<p><span data-mce-fragment=""1"">The Madoc Table Lamp is a lighting fixture designed by TY Best that features a matte black cast glass base with burnished bronze accents. The lamp has a unique and modern design that combines traditional materials and finishes with contemporary shapes and textures.</span><br data-mce-fragment=""1""><span data-mce-fragment=""1"">The cast glass base of the Madoc Table Lamp is handcrafted using traditional glassmaking techniques to create a distinctive texture and a matte black finish. The base is shaped to create a smooth, sleek, elegant, and minimalist silhouette.</span></p>
<ul>
<li><strong>SIZE: CM: 62 x 20 x 41</strong></li>
<li><strong>PRODUCT CODE: LTL-008</strong></li>
<li><strong>MATERIAL: GLASS, FABRIC</strong></li>
</ul>",Lusso Homey Store,Home & Garden,"","",true,Title,Default Title,,,,,,,,,0.0,shopify,20,deny,manual,68000.00,,true,true,,,,,LTL-008,https://cdn.shopify.com/s/files/1/0780/3145/4491/files/AccessoriesLH-8.jpg?v=1696348022,1,"",false,,,,,,,,,kg,,,true,,,active
acc-7,Marty III Table Lamp,"<p><span data-mce-fragment=""1"">Small with a big presence, the Marty inhabits intimate spaces, scaled for the bedside or tabletop. This model has a matte black surface inspired by satin black hot rod paint jobs. Turned, maple base with matte black finish and navy blue neck and finial.</span></p>
<ul>
<li>
<strong><strong>SIZE: CM: </strong></strong><strong>35.5 x 20.5</strong>
</li>
<li><strong>PRODUCT CODE: LTL-009</strong></li>
<li>
<strong><strong>MATERIAL:</strong></strong><strong> BRASS, FABRIC, LINEN</strong>
</li>
</ul>",Lusso Homey Store,Home & Garden,"","",true,Title,Default Title,,,,,,,,,0.0,shopify,20,deny,manual,70000.00,,true,false,,,,,LTL-009,https://cdn.shopify.com/s/files/1/0780/3145/4491/files/AccessoriesLH-7.jpg?v=1696348001,1,"",false,,,,,,,,,kg,,,true,,,active
acc-6,Luna Table Lamp,"<p><span>A light collection designed for CARPYEN as a timeless collection made with noble materials and iconic shapes. </span><span>the name of the collection is driven from the bouncing light  from its brass reflector. E</span>xist as a table top or pendent and in several finishes and dimensions.</p>
<ul>
<li><strong>SIZE: CM: 45 x 40</strong></li>
<li><strong>PRODUCT CODE: LTL-010</strong></li>
<li>
<strong><strong>MATERIAL: </strong></strong><strong>MARBLE, BRASS, LEATHER</strong>
</li>
</ul>",Lusso Homey Store,Home & Garden,"","",true,Title,Default Title,,,,,,,,,0.0,shopify,20,deny,manual,70000.00,,true,false,,,,,LTL-010,https://cdn.shopify.com/s/files/1/0780/3145/4491/files/AccessoriesLH-6.jpg?v=1696347976,1,"",false,,,,,,,,,kg,,,true,,,active
acc-5,Headtrip Sculpture Lola,"<p><span>Hand crafted this Super Luxe Head Trip Sculpture is one of a kind. Lola features hand-craved lips on a hand–troweled plaster. This comes with an elegant leather and fur-trimmed pouch.</span></p>
<ul>
<li><strong>SIZE: CM: <span data-mce-fragment=""1"">31.75</span> x <span data-mce-fragment=""1"">17.78 x 19.05</span></strong></li>
<li><strong>PRODUCT CODE: DOB-002</strong></li>
<li><strong>MATERIAL: PLASTER</strong></li>
</ul>",Lusso Homey Store,Home & Garden,"","",true,Title,Default Title,,,,,,,,,0.0,shopify,20,deny,manual,138000.00,,true,false,,,,,DOB-002,https://cdn.shopify.com/s/files/1/0780/3145/4491/files/AccessoriesLH-5.jpg?v=1696347960,1,"",false,,,,,,,,,kg,,,true,,,active
